deal_totalPrice,gross_area,address,house_age,deal_time,deal_unitPrice,floor_number,house_decoration,house_orientation,house_usage,household_style,is_two_five,longitude_latitude,region,with_elevator,xiaoqu,lon,lat
251,140.0,dafang,11,2016-10,17929,5,其他,南 北,普通住宅,3室2厅1厨2卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
250,136.2,dafang,11,2016-09,18349,5,简装,南 北,普通住宅,3室2厅1厨2卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
226,124.0,dafang,11,2016-09,18226,5,毛坯,南 北,普通住宅,3室2厅1厨2卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
255,124.8,dafang,11,2016-09,20433,5,其他,南 北,普通住宅,3室2厅1厨2卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
280,108.0,dafang,11,2016-08,25926,5,精装,南 北,普通住宅,5室2厅1厨4卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
253,122.0,dafang,11,2016-07,20697,5,精装,南 北,普通住宅,3室2厅1厨1卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
245,136.0,dafang,11,2016-07,18015,5,精装,南 北,普通住宅,3室2厅1厨2卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
295,150.08,dafang,11,2016-05,19657,5,精装,南 北,普通住宅,3室2厅1厨2卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
455,153.0,dafang,11,2016-05,29739,5,精装,南 北,普通住宅,6室3厅1厨3卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
285,108.79,dafang,11,2016-05,26198,5,精装,南 北,普通住宅,4室4厅2厨2卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
224,123.15,dafang,11,2016-05,18149,5,精装,南 北,普通住宅,3室2厅1厨2卫,2,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
306,162.0,dafang,11,2016-03,18889,5,精装,南 北,普通住宅,4室2厅1厨2卫,0,"121.589537,38.958698",ganjingzi,0,唯美品格,121.589537,38.958698
